Team A0 1,Team B0 7
Team A999 4,Team B999 8
Team A1000 1,Team B1000 4
Team A1001 9,Team B1001 0
Team A1002 3,Team B1002 3
Team A1003 6,Team B1003 8
Team A1004 3,Team B1004 4
Team A1005 0,Team B1005 2
Team A1006 5,Team B1006 4
Team A1007 5,Team B1007 3
Team A1008 0,Team B1008 1
Team A1009 3,Team B1009 8
Team A1010 7,Team B1010 0
Team A1011 1,Team B1011 4
Team A1012 0,Team B1012 4
Team A1013 4,Team B1013 1
Team A1014 2,Team B1014 3
Team A1015 5,Team B1015 8
Team A1016 5,Team B1016 0
Team A1017 9,Team B1017 3
Team A1018 5,Team B1018 2
Team A1019 4,Team B1019 3
Team A1020 8,Team B1020 1
Team A1021 3,Team B1021 9
Team A1022 0,Team B1022 8
Team A1023 4,Team B1023 6
Team A1024 6,Team B1024 9
Team A1025 5,Team B1025 8
Team A1026 0,Team B1026 5
Team A1027 9,Team B1027 9
Team A1028 1,Team B1028 2
Team A1029 3,Team B1029 8
Team A1030 8,Team B1030 4
Team A1031 5,Team B1031 6
Team A1032 5,Team B1032 8
Team A1033 0,Team B1033 3
Team A1034 8,Team B1034 5
Team A1035 8,Team B1035 4
Team A1036 9,Team B1036 5
Team A1037 1,Team B1037 6
Team A1038 4,Team B1038 2
Team A1039 8,Team B1039 4
Team A1040 9,Team B1040 1
Team A1041 5,Team B1041 7
Team A1042 7,Team B1042 9
Team A1043 2,Team B1043 9
Team A1044 3,Team B1044 0
Team A1045 4,Team B1045 4
Team A1046 5,Team B1046 2
Team A1047 4,Team B1047 5
Team A1048 2,Team B1048 1
Team A1049 3,Team B1049 9
Team A1050 0,Team B1050 3
Team A1051 9,Team B1051 5
Team A1052 7,Team B1052 8
Team A1053 2,Team B1053 9
Team A1054 6,Team B1054 9
Team A1055 6,Team B1055 0
Team A1056 1,Team B1056 5
Team A1057 2,Team B1057 5
Team A1058 1,Team B1058 6
Team A1059 0,Team B1059 3
Team A1060 5,Team B1060 9
Team A1061 9,Team B1061 7
Team A1062 0,Team B1062 8
Team A1063 8,Team B1063 1
Team A1064 9,Team B1064 9
Team A1065 2,Team B1065 9
Team A1066 9,Team B1066 5
Team A1067 3,Team B1067 2
Team A1068 0,Team B1068 0
Team A1069 0,Team B1069 4
Team A1070 0,Team B1070 5
Team A1071 2,Team B1071 5
Team A1072 8,Team B1072 4
Team A1073 5,Team B1073 4
Team A1074 8,Team B1074 5
Team A1075 6,Team B1075 8
Team A1076 9,Team B1076 4
Team A1077 6,Team B1077 0
Team A1078 9,Team B1078 9
Team A1079 3,Team B1079 1
Team A1080 0,Team B1080 2
Team A1081 5,Team B1081 5
Team A1082 9,Team B1082 4
Team A1083 3,Team B1083 4
Team A1084 7,Team B1084 9
Team A1085 9,Team B1085 5
Team A1086 0,Team B1086 5
Team A1087 1,Team B1087 1
Team A1088 1,Team B1088 6
Team A1089 6,Team B1089 2
Team A1090 3,Team B1090 2
Team A1091 0,Team B1091 5
Team A1092 8,Team B1092 0
Team A1093 7,Team B1093 8
Team A1094 2,Team B1094 5
Team A1095 1,Team B1095 4
Team A1096 4,Team B1096 9
Team A1097 4,Team B1097 8
Team A1098 6,Team B1098 7
Team A1099 2,Team B1099 3
Team A1100 8,Team B1100 3
Team A1101 2,Team B1101 0
Team A1102 9,Team B1102 5
Team A1103 7,Team B1103 2
Team A1104 1,Team B1104 4
Team A1105 8,Team B1105 7
Team A1106 1,Team B1106 0
Team A1107 6,Team B1107 8
Team A1108 5,Team B1108 2
Team A1109 7,Team B1109 6
Team A1110 1,Team B1110 8
Team A1111 8,Team B1111 4
Team A1112 6,Team B1112 4
Team A1113 9,Team B1113 4
Team A1114 9,Team B1114 0
Team A1115 8,Team B1115 5
Team A1116 3,Team B1116 2
Team A1117 6,Team B1117 8
Team A1118 9,Team B1118 5
Team A1119 7,Team B1119 5
Team A1120 9,Team B1120 2
Team A1121 2,Team B1121 8
Team A1122 5,Team B1122 9
Team A1123 8,Team B1123 3
Team A1124 9,Team B1124 8
Team A1125 7,Team B1125 0
Team A1126 1,Team B1126 2
Team A1127 6,Team B1127 6
Team A1128 3,Team B1128 0
Team A1129 0,Team B1129 6
Team A1130 5,Team B1130 6
Team A1131 1,Team B1131 1
Team A1132 1,Team B1132 5
Team A1133 9,Team B1133 3
Team A1134 0,Team B1134 0
Team A1135 6,Team B1135 7
Team A1136 8,Team B1136 7
Team A1137 3,Team B1137 5
Team A1138 9,Team B1138 8
Team A1139 7,Team B1139 8
Team A1140 4,Team B1140 8
Team A1141 1,Team B1141 1
Team A1142 0,Team B1142 4
Team A1143 2,Team B1143 3
Team A1144 6,Team B1144 9
Team A1145 9,Team B1145 3
Team A1146 3,Team B1146 2
Team A1147 6,Team B1147 7
Team A1148 3,Team B1148 4
Team A1149 1,Team B1149 6
Team A1150 4,Team B1150 2
Team A1151 4,Team B1151 6
Team A1152 0,Team B1152 8
Team A1153 2,Team B1153 4
Team A1154 9,Team B1154 5
Team A1155 2,Team B1155 8
Team A1156 0,Team B1156 8
Team A1157 7,Team B1157 0
Team A1158 2,Team B1158 6
Team A1159 4,Team B1159 5
Team A1160 8,Team B1160 5
Team A1161 0,Team B1161 0
Team A1162 6,Team B1162 9
Team A1163 8,Team B1163 7
Team A1164 6,Team B1164 8
Team A1165 9,Team B1165 7
Team A1166 7,Team B1166 6
Team A1167 6,Team B1167 8
Team A1168 0,Team B1168 6
Team A1169 7,Team B1169 8
Team A1170 8,Team B1170 7
Team A1171 2,Team B1171 9
Team A1172 1,Team B1172 2
Team A1173 9,Team B1173 6
Team A1174 2,Team B1174 3
Team A1175 4,Team B1175 6
Team A1176 2,Team B1176 2
Team A1177 3,Team B1177 6
Team A1178 2,Team B1178 2
Team A1179 9,Team B1179 5
Team A1180 3,Team B1180 2
Team A1181 8,Team B1181 2
Team A1182 5,Team B1182 6
Team A1183 6,Team B1183 4
Team A1184 8,Team B1184 8
Team A1185 2,Team B1185 9
Team A1186 2,Team B1186 8
Team A1187 2,Team B1187 2
Team A1188 3,Team B1188 1
Team A1189 5,Team B1189 5
Team A1190 2,Team B1190 5
Team A1191 2,Team B1191 1
Team A1192 7,Team B1192 2
Team A1193 0,Team B1193 9
Team A1194 4,Team B1194 9
Team A1195 3,Team B1195 6
Team A1196 6,Team B1196 2
Team A1197 4,Team B1197 8
Team A1198 9,Team B1198 6
Team A1199 4,Team B1199 4
Team A1200 1,Team B1200 7
Team A1201 6,Team B1201 4
Team A1202 0,Team B1202 9
Team A1203 6,Team B1203 4
Team A1204 2,Team B1204 1
Team A1205 3,Team B1205 6
Team A1206 2,Team B1206 1
Team A1207 4,Team B1207 7
Team A1208 7,Team B1208 5
Team A1209 2,Team B1209 1
Team A1210 6,Team B1210 1
Team A1211 1,Team B1211 4
Team A1212 3,Team B1212 1
Team A1213 0,Team B1213 4
Team A1214 0,Team B1214 2
Team A1215 1,Team B1215 0
Team A1216 0,Team B1216 0
Team A1217 9,Team B1217 8
Team A1218 6,Team B1218 0
Team A1219 7,Team B1219 1
Team A1220 2,Team B1220 8
Team A1221 6,Team B1221 8
Team A1222 3,Team B1222 1
Team A1223 8,Team B1223 6
Team A1224 0,Team B1224 7
Team A1225 8,Team B1225 4
Team A1226 5,Team B1226 1
Team A1227 5,Team B1227 1
Team A1228 4,Team B1228 2
Team A1229 7,Team B1229 4
Team A1230 5,Team B1230 1
Team A1231 7,Team B1231 4
Team A1232 1,Team B1232 2
Team A1233 7,Team B1233 0
Team A1234 4,Team B1234 4
Team A1235 8,Team B1235 2
Team A1236 3,Team B1236 4
Team A1237 6,Team B1237 4
Team A1238 1,Team B1238 0
Team A1239 2,Team B1239 2
Team A1240 7,Team B1240 3
Team A1241 2,Team B1241 9
Team A1242 5,Team B1242 2
Team A1243 8,Team B1243 9
Team A1244 4,Team B1244 1
Team A1245 7,Team B1245 3
Team A1246 9,Team B1246 5
Team A1247 4,Team B1247 6
Team A1248 3,Team B1248 2
Team A1249 9,Team B1249 2
Team A1250 6,Team B1250 3
Team A1251 9,Team B1251 7
Team A1252 9,Team B1252 7
Team A1253 1,Team B1253 5
Team A1254 7,Team B1254 1
Team A1255 6,Team B1255 7
Team A1256 1,Team B1256 6
Team A1257 9,Team B1257 9
Team A1258 1,Team B1258 6
Team A1259 9,Team B1259 5
Team A1260 4,Team B1260 3
Team A1261 8,Team B1261 8
Team A1262 7,Team B1262 3
Team A1263 0,Team B1263 1
Team A1264 9,Team B1264 1
Team A1265 0,Team B1265 4
Team A1266 0,Team B1266 2
Team A1267 8,Team B1267 0
Team A1268 3,Team B1268 8
Team A1269 6,Team B1269 0
Team A1270 8,Team B1270 8
Team A1271 6,Team B1271 3
Team A1272 1,Team B1272 0
Team A1273 8,Team B1273 2
Team A1274 2,Team B1274 3
Team A1275 9,Team B1275 7
Team A1276 3,Team B1276 2
Team A1277 8,Team B1277 5
Team A1278 1,Team B1278 4
Team A1279 5,Team B1279 4
Team A1280 2,Team B1280 0
Team A1281 7,Team B1281 8
Team A1282 5,Team B1282 9
Team A1283 2,Team B1283 5
Team A1284 6,Team B1284 5
Team A1285 0,Team B1285 3
Team A1286 0,Team B1286 6
Team A1287 5,Team B1287 1
Team A1288 6,Team B1288 7
Team A1289 9,Team B1289 3
Team A1290 9,Team B1290 8
Team A1291 1,Team B1291 8
Team A1292 4,Team B1292 1
Team A1293 0,Team B1293 5
Team A1294 0,Team B1294 1
Team A1295 0,Team B1295 2
Team A1296 3,Team B1296 0
Team A1297 2,Team B1297 6
Team A1298 3,Team B1298 0
Team A1299 7,Team B1299 1
Team A1300 9,Team B1300 6
Team A1301 2,Team B1301 7
Team A1302 5,Team B1302 3
Team A1303 4,Team B1303 9
Team A1304 4,Team B1304 1
Team A1305 9,Team B1305 0
Team A1306 3,Team B1306 5
Team A1307 5,Team B1307 6
Team A1308 5,Team B1308 3
Team A1309 4,Team B1309 5
Team A1310 2,Team B1310 7
Team A1311 8,Team B1311 7
Team A1312 0,Team B1312 6
Team A1313 3,Team B1313 0
Team A1314 6,Team B1314 5
Team A1315 6,Team B1315 0
Team A1316 1,Team B1316 7
Team A1317 4,Team B1317 2
Team A1318 6,Team B1318 3
Team A1319 5,Team B1319 3
Team A1320 4,Team B1320 8
Team A1321 3,Team B1321 9
Team A1322 1,Team B1322 7
Team A1323 3,Team B1323 1
Team A1324 6,Team B1324 7
Team A1325 0,Team B1325 7
Team A1326 6,Team B1326 8
Team A1327 1,Team B1327 8
Team A1328 2,Team B1328 3
Team A1329 0,Team B1329 1
Team A1330 7,Team B1330 3
Team A1331 0,Team B1331 7
Team A1332 1,Team B1332 9
Team A1333 1,Team B1333 4
Team A1334 4,Team B1334 7
Team A1335 3,Team B1335 0
Team A1336 4,Team B1336 2
Team A1337 2,Team B1337 7
Team A1338 0,Team B1338 1
Team A1339 4,Team B1339 6
Team A1340 9,Team B1340 3
Team A1341 8,Team B1341 0
Team A1342 0,Team B1342 1
Team A1343 5,Team B1343 6
Team A1344 0,Team B1344 3
Team A1345 5,Team B1345 0
Team A1346 1,Team B1346 1
Team A1347 1,Team B1347 7
Team A1348 4,Team B1348 8
Team A1349 6,Team B1349 6
Team A1350 9,Team B1350 7
Team A1351 8,Team B1351 5
Team A1352 3,Team B1352 6
Team A1353 1,Team B1353 0
Team A1354 4,Team B1354 6
Team A1355 5,Team B1355 7
Team A1356 0,Team B1356 6
Team A1357 9,Team B1357 3
Team A1358 9,Team B1358 0
Team A1359 2,Team B1359 1
Team A1360 3,Team B1360 3
Team A1361 2,Team B1361 9
Team A1362 3,Team B1362 6
Team A1363 6,Team B1363 3
Team A1364 2,Team B1364 3
Team A1365 9,Team B1365 8
Team A1366 3,Team B1366 6
Team A1367 3,Team B1367 8
Team A1368 3,Team B1368 5
Team A1369 1,Team B1369 7
Team A1370 5,Team B1370 7
Team A1371 7,Team B1371 0
Team A1372 3,Team B1372 5
Team A1373 8,Team B1373 8
Team A1374 0,Team B1374 6
Team A1375 7,Team B1375 2
Team A1376 6,Team B1376 5
Team A1377 7,Team B1377 0
Team A1378 6,Team B1378 3
Team A1379 1,Team B1379 0
Team A1380 5,Team B1380 2
Team A1381 3,Team B1381 8
Team A1382 3,Team B1382 3
Team A1383 9,Team B1383 6
Team A1384 8,Team B1384 0
Team A1385 8,Team B1385 1
Team A1386 8,Team B1386 1
Team A1387 9,Team B1387 8
Team A1388 6,Team B1388 1
Team A1389 3,Team B1389 4
Team A1390 0,Team B1390 9
Team A1391 5,Team B1391 8
Team A1392 3,Team B1392 7
Team A1393 0,Team B1393 4
Team A1394 1,Team B1394 1
Team A1395 3,Team B1395 7
Team A1396 6,Team B1396 2
Team A1397 1,Team B1397 3
Team A1398 5,Team B1398 0
Team A1399 7,Team B1399 5
Team A1400 0,Team B1400 3
Team A1401 2,Team B1401 6
Team A1402 4,Team B1402 3
Team A1403 8,Team B1403 6
Team A1404 5,Team B1404 5
Team A1405 1,Team B1405 8
Team A1406 8,Team B1406 5
Team A1407 1,Team B1407 8
Team A1408 7,Team B1408 0
Team A1409 9,Team B1409 1
Team A1410 2,Team B1410 8
Team A1411 2,Team B1411 6
Team A1412 0,Team B1412 2
Team A1413 8,Team B1413 9
Team A1414 3,Team B1414 1
Team A1415 1,Team B1415 4
Team A1416 9,Team B1416 2
Team A1417 5,Team B1417 8
Team A1418 8,Team B1418 5
Team A1419 7,Team B1419 5
Team A1420 0,Team B1420 2
Team A1421 3,Team B1421 1
Team A1422 8,Team B1422 9
Team A1423 4,Team B1423 6
Team A1424 3,Team B1424 1
Team A1425 7,Team B1425 5
Team A1426 5,Team B1426 0
Team A1427 3,Team B1427 2
Team A1428 6,Team B1428 2
Team A1429 4,Team B1429 3
Team A1430 9,Team B1430 9
Team A1431 0,Team B1431 6
Team A1432 3,Team B1432 4
Team A1433 6,Team B1433 8
Team A1434 2,Team B1434 5
Team A1435 4,Team B1435 0
Team A1436 9,Team B1436 9
Team A1437 9,Team B1437 4
Team A1438 7,Team B1438 2
Team A1439 3,Team B1439 5
Team A1440 8,Team B1440 0
Team A1441 6,Team B1441 0
Team A1442 1,Team B1442 0
Team A1443 5,Team B1443 2
Team A1444 6,Team B1444 7
Team A1445 5,Team B1445 7
Team A1446 2,Team B1446 5
Team A1447 3,Team B1447 6
Team A1448 7,Team B1448 9
Team A1449 9,Team B1449 8
Team A1450 2,Team B1450 4
Team A1451 3,Team B1451 9
Team A1452 6,Team B1452 2
Team A1453 6,Team B1453 0
Team A1454 5,Team B1454 0
Team A1455 0,Team B1455 6
Team A1456 4,Team B1456 9
Team A1457 3,Team B1457 3
Team A1458 5,Team B1458 3
Team A1459 6,Team B1459 6
Team A1460 1,Team B1460 3
Team A1461 0,Team B1461 5
Team A1462 6,Team B1462 1
Team A1463 4,Team B1463 2
Team A1464 3,Team B1464 3
Team A1465 5,Team B1465 9
Team A1466 3,Team B1466 7
Team A1467 0,Team B1467 7
Team A1468 5,Team B1468 0
Team A1469 7,Team B1469 8
Team A1470 0,Team B1470 0
Team A1471 5,Team B1471 5
Team A1472 9,Team B1472 1
Team A1473 2,Team B1473 1
Team A1474 6,Team B1474 4
Team A1475 2,Team B1475 7
Team A1476 0,Team B1476 1
Team A1477 9,Team B1477 2
Team A1478 3,Team B1478 7
Team A1479 9,Team B1479 8
Team A1480 8,Team B1480 3
Team A1481 1,Team B1481 0
Team A1482 2,Team B1482 1
Team A1483 6,Team B1483 6
Team A1484 9,Team B1484 5
Team A1485 1,Team B1485 4
Team A1486 2,Team B1486 7
Team A1487 1,Team B1487 9
Team A1488 5,Team B1488 7
Team A1489 6,Team B1489 4
Team A1490 0,Team B1490 7
Team A1491 1,Team B1491 1
Team A1492 0,Team B1492 7
Team A1493 2,Team B1493 3
Team A1494 8,Team B1494 2
Team A1495 3,Team B1495 9
Team A1496 4,Team B1496 4
Team A1497 4,Team B1497 7
Team A1498 0,Team B1498 9
Team A1499 5,Team B1499 3
Team A1500 7,Team B1500 6
Team A1501 4,Team B1501 1
Team A1502 6,Team B1502 7
Team A1503 2,Team B1503 7
Team A1504 5,Team B1504 2
Team A1505 0,Team B1505 2
Team A1506 9,Team B1506 2
Team A1507 2,Team B1507 1
Team A1508 4,Team B1508 8
Team A1509 2,Team B1509 3
Team A1510 1,Team B1510 7
Team A1511 5,Team B1511 7
Team A1512 0,Team B1512 9
Team A1513 6,Team B1513 6
Team A1514 2,Team B1514 8
Team A1515 8,Team B1515 5
Team A1516 2,Team B1516 6
Team A1517 9,Team B1517 4
Team A1518 3,Team B1518 4
Team A1519 5,Team B1519 2
Team A1520 6,Team B1520 0
Team A1521 1,Team B1521 4
Team A1522 1,Team B1522 8
Team A1523 3,Team B1523 1
Team A1524 8,Team B1524 2
Team A1525 2,Team B1525 7
Team A1526 5,Team B1526 1
Team A1527 6,Team B1527 8
Team A1528 6,Team B1528 1
Team A1529 4,Team B1529 6
Team A1530 8,Team B1530 8
Team A1531 4,Team B1531 8
Team A1532 9,Team B1532 3
Team A1533 8,Team B1533 9
Team A1534 7,Team B1534 3
Team A1535 7,Team B1535 0
Team A1536 7,Team B1536 8
Team A1537 4,Team B1537 6
Team A1538 1,Team B1538 5
Team A1539 6,Team B1539 1
Team A1540 2,Team B1540 3
Team A1541 9,Team B1541 3
Team A1542 0,Team B1542 0
Team A1543 0,Team B1543 0
Team A1544 3,Team B1544 9
Team A1545 9,Team B1545 5
Team A1546 4,Team B1546 3
Team A1547 9,Team B1547 9
Team A1548 8,Team B1548 0
Team A1549 5,Team B1549 0
Team A1550 6,Team B1550 0
Team A1551 8,Team B1551 6
Team A1552 6,Team B1552 9
Team A1553 6,Team B1553 3
Team A1554 2,Team B1554 0
Team A1555 2,Team B1555 9
Team A1556 3,Team B1556 4
Team A1557 7,Team B1557 0
Team A1558 5,Team B1558 7
Team A1559 8,Team B1559 7
Team A1560 4,Team B1560 4
Team A1561 0,Team B1561 0
Team A1562 4,Team B1562 4
Team A1563 5,Team B1563 7
Team A1564 6,Team B1564 6
Team A1565 3,Team B1565 1
Team A1566 6,Team B1566 9
Team A1567 0,Team B1567 9
Team A1568 9,Team B1568 3
Team A1569 0,Team B1569 7
Team A1570 3,Team B1570 0
Team A1571 5,Team B1571 7
Team A1572 9,Team B1572 6
Team A1573 2,Team B1573 9
Team A1574 3,Team B1574 6
Team A1575 6,Team B1575 5
Team A1576 8,Team B1576 7
Team A1577 3,Team B1577 0
Team A1578 4,Team B1578 0
Team A1579 0,Team B1579 8
Team A1580 4,Team B1580 5
Team A1581 5,Team B1581 6
Team A1582 3,Team B1582 0
Team A1583 9,Team B1583 6
Team A1584 7,Team B1584 6
Team A1585 0,Team B1585 6
Team A1586 8,Team B1586 6
Team A1587 2,Team B1587 1
Team A1588 6,Team B1588 7
Team A1589 8,Team B1589 8
Team A1590 9,Team B1590 2
Team A1591 3,Team B1591 8
Team A1592 5,Team B1592 4
Team A1593 2,Team B1593 5
Team A1594 3,Team B1594 6
Team A1595 4,Team B1595 1
Team A1596 7,Team B1596 2
Team A1597 9,Team B1597 2
Team A1598 9,Team B1598 6
Team A1599 3,Team B1599 9
Team A1600 2,Team B1600 6
Team A1601 9,Team B1601 9
Team A1602 1,Team B1602 2
Team A1603 9,Team B1603 0
Team A1604 3,Team B1604 9
Team A1605 9,Team B1605 5
Team A1606 4,Team B1606 7
Team A1607 1,Team B1607 0
Team A1608 7,Team B1608 8
Team A1609 3,Team B1609 8
Team A1610 8,Team B1610 2
Team A1611 2,Team B1611 8
Team A1612 1,Team B1612 7
Team A1613 6,Team B1613 4
Team A1614 0,Team B1614 4
Team A1615 4,Team B1615 2
Team A1616 6,Team B1616 4
Team A1617 6,Team B1617 9
Team A1618 6,Team B1618 0
Team A1619 3,Team B1619 0
Team A1620 6,Team B1620 6
Team A1621 7,Team B1621 9
Team A1622 7,Team B1622 9
Team A1623 3,Team B1623 8
Team A1624 7,Team B1624 9
Team A1625 7,Team B1625 9
Team A1626 2,Team B1626 6
Team A1627 0,Team B1627 8
Team A1628 1,Team B1628 1
Team A1629 6,Team B1629 8
Team A1630 2,Team B1630 1
Team A1631 3,Team B1631 6
Team A1632 5,Team B1632 7
Team A1633 7,Team B1633 2
Team A1634 2,Team B1634 1
Team A1635 6,Team B1635 6
Team A1636 3,Team B1636 9
Team A1637 3,Team B1637 8
Team A1638 8,Team B1638 0
Team A1639 0,Team B1639 6
Team A1640 9,Team B1640 8
Team A1641 1,Team B1641 2
Team A1642 5,Team B1642 5
Team A1643 0,Team B1643 3
Team A1644 4,Team B1644 2
Team A1645 9,Team B1645 5
Team A1646 4,Team B1646 9
Team A1647 3,Team B1647 5
Team A1648 0,Team B1648 6
Team A1649 2,Team B1649 7
Team A1650 7,Team B1650 5
Team A1651 7,Team B1651 2
Team A1652 5,Team B1652 0
Team A1653 2,Team B1653 8
Team A1654 3,Team B1654 1
Team A1655 0,Team B1655 8
Team A1656 8,Team B1656 8
Team A1657 2,Team B1657 5
Team A1658 2,Team B1658 7
Team A1659 5,Team B1659 5
Team A1660 8,Team B1660 8
Team A1661 7,Team B1661 1
Team A1662 9,Team B1662 9
Team A1663 5,Team B1663 9
Team A1664 1,Team B1664 1
Team A1665 2,Team B1665 0
Team A1666 3,Team B1666 5
Team A1667 3,Team B1667 7
Team A1668 4,Team B1668 1
Team A1669 3,Team B1669 1
Team A1670 6,Team B1670 3
Team A1671 3,Team B1671 2
Team A1672 6,Team B1672 1
Team A1673 7,Team B1673 2
Team A1674 5,Team B1674 0
Team A1675 6,Team B1675 1
Team A1676 7,Team B1676 3
Team A1677 2,Team B1677 2
Team A1678 1,Team B1678 9
Team A1679 4,Team B1679 6
Team A1680 6,Team B1680 1
Team A1681 2,Team B1681 6
Team A1682 1,Team B1682 5
Team A1683 4,Team B1683 5
Team A1684 4,Team B1684 2
Team A1685 9,Team B1685 9
Team A1686 3,Team B1686 6
Team A1687 7,Team B1687 7
Team A1688 7,Team B1688 7
Team A1689 2,Team B1689 6
Team A1690 5,Team B1690 4
Team A1691 0,Team B1691 1
Team A1692 0,Team B1692 8
Team A1693 8,Team B1693 0
Team A1694 2,Team B1694 1
Team A1695 6,Team B1695 4
Team A1696 7,Team B1696 5
Team A1697 1,Team B1697 2
Team A1698 1,Team B1698 8
Team A1699 4,Team B1699 4
Team A1700 1,Team B1700 0
Team A1701 2,Team B1701 9
Team A1702 4,Team B1702 6
Team A1703 6,Team B1703 3
Team A1704 2,Team B1704 1
Team A1705 2,Team B1705 5
Team A1706 3,Team B1706 2
Team A1707 9,Team B1707 2
Team A1708 4,Team B1708 1
Team A1709 4,Team B1709 0
Team A1710 7,Team B1710 6
Team A1711 7,Team B1711 5
Team A1712 5,Team B1712 7
Team A1713 1,Team B1713 8
Team A1714 9,Team B1714 7
Team A1715 7,Team B1715 3
Team A1716 1,Team B1716 4
Team A1717 6,Team B1717 0
Team A1718 7,Team B1718 6
Team A1719 4,Team B1719 9
Team A1720 8,Team B1720 4
Team A1721 5,Team B1721 9
Team A1722 2,Team B1722 6
Team A1723 2,Team B1723 5
Team A1724 3,Team B1724 9
Team A1725 1,Team B1725 9
Team A1726 8,Team B1726 5
Team A1727 1,Team B1727 9
Team A1728 9,Team B1728 4
Team A1729 2,Team B1729 7
Team A1730 5,Team B1730 7
Team A1731 1,Team B1731 0
Team A1732 5,Team B1732 1
Team A1733 6,Team B1733 8
Team A1734 2,Team B1734 9
Team A1735 4,Team B1735 8
Team A1736 5,Team B1736 1
Team A1737 7,Team B1737 4
Team A1738 6,Team B1738 6
Team A1739 3,Team B1739 0
Team A1740 2,Team B1740 4
Team A1741 3,Team B1741 9
Team A1742 7,Team B1742 8
Team A1743 3,Team B1743 0
Team A1744 2,Team B1744 5
Team A1745 9,Team B1745 5
Team A1746 1,Team B1746 3
Team A1747 5,Team B1747 9
Team A1748 8,Team B1748 8
Team A1749 4,Team B1749 1
Team A1750 9,Team B1750 3
Team A1751 0,Team B1751 3
Team A1752 2,Team B1752 7
Team A1753 2,Team B1753 0
Team A1754 6,Team B1754 1
Team A1755 0,Team B1755 2
Team A1756 2,Team B1756 3
Team A1757 8,Team B1757 5
Team A1758 1,Team B1758 9
Team A1759 5,Team B1759 8
Team A1760 7,Team B1760 2
Team A1761 4,Team B1761 4
Team A1762 5,Team B1762 8
Team A1763 2,Team B1763 2
Team A1764 3,Team B1764 1
Team A1765 8,Team B1765 2
Team A1766 9,Team B1766 8
Team A1767 4,Team B1767 6
Team A1768 1,Team B1768 2
Team A1769 8,Team B1769 0
Team A1770 9,Team B1770 3
Team A1771 0,Team B1771 3
Team A1772 9,Team B1772 3
Team A1773 0,Team B1773 4
Team A1774 1,Team B1774 6
Team A1775 6,Team B1775 9
Team A1776 0,Team B1776 4
Team A1777 1,Team B1777 8
Team A1778 7,Team B1778 8
Team A1779 3,Team B1779 1
Team A1780 5,Team B1780 6
Team A1781 6,Team B1781 4
Team A1782 3,Team B1782 6
Team A1783 9,Team B1783 3
Team A1784 1,Team B1784 3
Team A1785 6,Team B1785 7
Team A1786 1,Team B1786 5
Team A1787 2,Team B1787 7
Team A1788 0,Team B1788 9
Team A1789 4,Team B1789 7
Team A1790 8,Team B1790 7
Team A1791 2,Team B1791 5
Team A1792 6,Team B1792 6
Team A1793 3,Team B1793 3
Team A1794 5,Team B1794 6
Team A1795 0,Team B1795 6
Team A1796 4,Team B1796 1
Team A1797 2,Team B1797 7
Team A1798 6,Team B1798 5
Team A1799 1,Team B1799 9
Team A1800 5,Team B1800 6
Team A1801 8,Team B1801 3
Team A1802 9,Team B1802 0
Team A1803 9,Team B1803 1
Team A1804 6,Team B1804 8
Team A1805 2,Team B1805 0
Team A1806 1,Team B1806 0
Team A1807 0,Team B1807 9
Team A1808 5,Team B1808 8
Team A1809 3,Team B1809 6
Team A1810 6,Team B1810 7
Team A1811 2,Team B1811 0
Team A1812 2,Team B1812 1
Team A1813 6,Team B1813 5
Team A1814 9,Team B1814 6
Team A1815 7,Team B1815 5
Team A1816 8,Team B1816 2
